formula, size, total, solver, subsumption, reverse
P0.5N4L50.form474, 65, 2, 0, 0, 1, false
P0.5N4L50.form475, 71, 9, 1, 6, 0, false
P0.5N4L50.form476, 59, 4, 0, 1, 0, false
P0.5N4L50.form477, 74, 4, 0, 0, 1278, true
P0.5N4L50.form478, 74, 2, 0, 0, 1, false
P0.5N4L50.form479, 62, 5, 0, 3, 3, false
P0.5N4L50.form480, 62, 75, 5, 53, 562, false
P0.5N4L50.form481, 68, 77, 4, 32, 926, false
P0.5N4L50.form482, 65, 3, 1, 0, 0, false
P0.5N4L50.form483, 77, 14, 1, 7, 1, false
P0.5N4L50.form484, 59, 5, 0, 3, 0, false
P0.5N4L50.form485, 74, 3, 0, 1, 0, false
P0.5N4L50.form486, 71, 2, 0, 0, 0, false
P0.5N4L50.form487, 77, 2, 0, 0, 0, false
P0.5N4L50.form488, 74, 107, 5, 31, 1461, true
P0.5N4L50.form489, 56, 2, 0, 0, 0, false
P0.5N4L50.form490, 62, 10, 2, 1, 5, false
P0.5N4L50.form491, 68, 2, 0, 0, 0, false
P0.5N4L50.form492, 59, 3, 0, 1, 1, false
P0.5N4L50.form493, 71, 3, 0, 1, 0, false
P0.5N4L50.form494, 65, 18, 1, 4, 5, false
P0.5N4L50.form495, 62, 4, 0, 2, 0, false
P0.5N4L50.form496, 71, 2, 0, 0, 3, false
P0.5N4L50.form497, 74, 2, 0, 0, 1, false
P0.5N4L50.form498, 74, 5, 0, 2, 0, false
P0.5N4L50.form499, 62, 4, 0, 2, 0, false
P0.5N4L60.form, 87, 8, 0, 3, 1, false
P0.5N4L60.form1, 87, 13, 0, 9, 0, false
P0.5N4L60.form2, 69, 2, 0, 0, 1, false
P0.5N4L60.form3, 81, 3, 0, 0, 0, false
P0.5N4L60.form4, 78, 5, 0, 3, 0, false
P0.5N4L60.form5, 84, 4, 0, 1, 0, false
P0.5N4L60.form6, 87, 2, 0, 0, 0, false
P0.5N4L60.form7, 75, 27, 3, 22, 8, false
P0.5N4L60.form8, 87, 2, 0, 0, 0, false
P0.5N4L60.form9, 75, 14, 0, 12, 2, false
P0.5N4L60.form10, 81, 2, 0, 0, 0, false
P0.5N4L60.form11, 84, 2, 0, 0, 1, false
P0.5N4L60.form12, 78, 8, 0, 4, 0, false
P0.5N4L60.form13, 81, 2, 0, 0, 1, false
P0.5N4L60.form14, 75, 2, 0, 0, 0, false
P0.5N4L60.form15, 81, 8, 0, 5, 1, false
P0.5N4L60.form16, 84, 2, 0, 1, 3, false
P0.5N4L60.form17, 72, 2, 0, 0, 0, false
P0.5N4L60.form18, 87, 4, 1, 1, 0, false
P0.5N4L60.form19, 81, 4, 0, 2, 0, false
P0.5N4L60.form20, 99, 16, 0, 13, 1, false
P0.5N4L60.form21, 81, 4, 0, 1, 43, false
P0.5N4L60.form22, 90, 9, 0, 7, 0, false
P0.5N4L60.form23, 84, 2, 0, 0, 0, false
P0.5N4L60.form24, 78, 12, 2, 6, 2, false
P0.5N4L60.form25, 75, 3, 0, 1, 0, false
P0.5N4L60.form26, 90, 2, 0, 0, 0, false
P0.5N4L60.form27, 78, 27, 1, 20, 6, false
P0.5N4L60.form28, 78, 7, 1, 3, 0, false
P0.5N4L60.form29, 78, 10, 1, 7, 0, false
P0.5N4L60.form30, 75, 5, 0, 0, 5000, true
P0.5N4L60.form31, 87, 3, 0, 1, 0, false
P0.5N4L60.form32, 93, 5, 1, 1, 0, false
P0.5N4L60.form33, 78, 2, 0, 0, 0, false
P0.5N4L60.form34, 69, 4, 0, 2, 54, false
P0.5N4L60.form35, 84, 2, 0, 0, 1, false
P0.5N4L60.form36, 81, 10, 0, 7, 1, false
P0.5N4L60.form37, 72, 3, 0, 0, 0, false
P0.5N4L60.form38, 81, 2, 0, 0, 0, false
P0.5N4L60.form39, 66, 9, 0, 6, 0, false
P0.5N4L60.form40, 84, 9, 0, 4, 0, false
P0.5N4L60.form41, 81, 2, 0, 0, 0, false
P0.5N4L60.form42, 84, 4, 0, 1, 0, false
P0.5N4L60.form43, 78, 23, 2, 11, 32, false
P0.5N4L60.form44, 93, 48, 1, 38, 0, false
P0.5N4L60.form45, 84, 2, 0, 0, 0, false
P0.5N4L60.form46, 81, 2, 0, 0, 0, false
P0.5N4L60.form47, 84, 2, 0, 0, 0, false
P0.5N4L60.form48, 90, 216, 1, 137, 758, false
P0.5N4L60.form49, 90, 5, 0, 0, 0, false
P0.5N4L60.form50, 81, 136, 0, 129, 1, false
P0.5N4L60.form51, 81, 7, 0, 4, 0, false
P0.5N4L60.form52, 84, 6, 0, 1, 0, false
P0.5N4L60.form53, 81, 19, 0, 15, 92, false
P0.5N4L60.form54, 84, 8, 0, 5, 2, false
P0.5N4L60.form55, 75, 3, 0, 1, 11, false
P0.5N4L60.form56, 75, 4, 0, 1, 0, false
P0.5N4L60.form57, 81, 4, 0, 1, 0, false
P0.5N4L60.form58, 87, 2, 0, 0, 0, false
P0.5N4L60.form59, 84, 18, 0, 16, 1, false
P0.5N4L60.form60, 78, 110, 1, 105, 19, false
P0.5N4L60.form61, 78, 2, 0, 0, 0, false
P0.5N4L60.form62, 87, 7, 0, 4, 0, false
P0.5N4L60.form63, 81, 2, 0, 0, 1, false
P0.5N4L60.form64, 75, 60, 0, 57, 3, false
P0.5N4L60.form65, 84, 5, 0, 1, 0, false
P0.5N4L60.form66, 93, 10, 0, 5, 0, false
P0.5N4L60.form67, 87, 117, 5, 78, 105, false
P0.5N4L60.form68, 72, 5, 0, 1, 94, false
P0.5N4L60.form69, 78, 2, 0, 0, 0, false
P0.5N4L60.form70, 87, 12, 0, 7, 1, false
P0.5N4L60.form71, 81, 11, 1, 2, 1227, true
P0.5N4L60.form72, 75, 2, 0, 0, 0, false
P0.5N4L60.form73, 87, 3, 0, 0, 0, false
P0.5N4L60.form74, 78, 5, 0, 3, 0, false
P0.5N4L60.form75, 87, 6, 0, 3, 0, false
P0.5N4L60.form76, 84, 145, 2, 113, 5000, true
P0.5N4L60.form77, 69, 12, 0, 8, 3, false
P0.5N4L60.form78, 87, 2, 0, 0, 0, false
P0.5N4L60.form79, 87, 10, 0, 8, 3, false
P0.5N4L60.form80, 84, 75, 4, 47, 5000, true
P0.5N4L60.form81, 93, 2, 0, 0, 0, false
P0.5N4L60.form82, 81, 2, 0, 0, 0, false
P0.5N4L60.form83, 81, 3, 0, 0, 0, false
P0.5N4L60.form84, 87, 21, 0, 18, 0, false
P0.5N4L60.form85, 81, 43, 3, 33, 1, false
P0.5N4L60.form86, 84, 6, 0, 2, 0, false
P0.5N4L60.form87, 81, 131, 3, 114, 41, false
P0.5N4L60.form88, 75, 3, 0, 0, 0, false
P0.5N4L60.form89, 87, 9, 0, 8, 10, false
P0.5N4L60.form90, 72, 3, 0, 1, 0, false
P0.5N4L60.form91, 78, 3, 0, 0, 0, false
P0.5N4L60.form92, 78, 2, 0, 0, 0, false
P0.5N4L60.form93, 78, 3, 0, 1, 0, false
P0.5N4L60.form94, 87, 242, 3, 177, 17, false
P0.5N4L60.form95, 78, 3, 0, 1, 0, false
P0.5N4L60.form96, 84, 8, 0, 6, 0, false
P0.5N4L60.form97, 90, 3, 0, 1, 0, false
P0.5N4L60.form98, 81, 8, 0, 5, 1, false
P0.5N4L60.form99, 75, 7, 0, 3, 3, false
P0.5N4L60.form100, 78, 34, 0, 21, 3, false
P0.5N4L60.form101, 84, 5, 0, 1, 2, false
P0.5N4L60.form102, 81, 3, 0, 0, 1, false
P0.5N4L60.form103, 81, 18, 0, 12, 0, false
P0.5N4L60.form104, 84, 7, 1, 4, 3, false
P0.5N4L60.form105, 78, 7, 0, 3, 0, false
P0.5N4L60.form106, 87, 10, 0, 2, 1, false
P0.5N4L60.form107, 75, 4, 0, 0, 0, false
P0.5N4L60.form108, 87, 3, 0, 0, 0, false
P0.5N4L60.form109, 78, 59, 1, 55, 1, false
P0.5N4L60.form110, 81, 6, 0, 2, 1, false
P0.5N4L60.form111, 81, 4, 0, 0, 0, false
P0.5N4L60.form112, 84, 3, 1, 0, 0, false
P0.5N4L60.form113, 99, 3, 0, 0, 0, false
P0.5N4L60.form114, 78, 4, 0, 1, 0, false
P0.5N4L60.form115, 81, 2, 0, 0, 0, false
P0.5N4L60.form116, 81, 3, 0, 0, 0, false
P0.5N4L60.form117, 87, 13, 0, 10, 0, false
P0.5N4L60.form118, 87, 3, 0, 0, 0, false
P0.5N4L60.form119, 81, 2363, 18, 1337, 5000, true
P0.5N4L60.form120, 81, 16, 2, 11, 1, false
P0.5N4L60.form121, 72, 6, 2, 0, 1, false
P0.5N4L60.form122, 75, 2, 0, 0, 0, false
P0.5N4L60.form123, 87, 2, 0, 0, 0, false
P0.5N4L60.form124, 84, 7, 0, 3, 1, false
P0.5N4L60.form125, 75, 2, 0, 0, 1, false
P0.5N4L60.form126, 75, 3, 0, 0, 1, false
P0.5N4L60.form127, 81, 5, 0, 3, 0, false
P0.5N4L60.form128, 87, 4, 0, 1, 0, false
P0.5N4L60.form129, 96, 449, 7, 177, 1698, false
P0.5N4L60.form130, 72, 2, 0, 0, 0, false
P0.5N4L60.form131, 78, 5, 0, 3, 0, false
P0.5N4L60.form132, 87, 3, 0, 0, 0, false
P0.5N4L60.form133, 84, 4, 0, 1, 0, false
P0.5N4L60.form134, 81, 4, 0, 1, 1, false
P0.5N4L60.form135, 78, 3, 0, 0, 0, false
P0.5N4L60.form136, 72, 78, 2, 61, 3, false
P0.5N4L60.form137, 81, 10, 1, 6, 1, false
P0.5N4L60.form138, 84, 3, 0, 0, 5000, true
P0.5N4L60.form139, 87, 5, 0, 2, 0, false
P0.5N4L60.form140, 75, 3, 0, 1, 0, false
P0.5N4L60.form141, 69, 2, 0, 0, 0, false
P0.5N4L60.form142, 81, 2, 0, 0, 0, false
P0.5N4L60.form143, 78, 3, 0, 1, 0, false
P0.5N4L60.form144, 84, 2, 0, 0, 0, false
P0.5N4L60.form145, 81, 69, 0, 66, 3, false
P0.5N4L60.form146, 75, 8, 0, 4, 0, false
P0.5N4L60.form147, 84, 55, 0, 42, 0, false
P0.5N4L60.form148, 78, 2, 0, 0, 0, false
P0.5N4L60.form149, 84, 22, 3, 11, 105, false
P0.5N4L60.form150, 66, 30, 0, 26, 9, false
P0.5N4L60.form151, 78, 34, 1, 26, 2, false
P0.5N4L60.form152, 84, 197, 1, 179, 633, false
P0.5N4L60.form153, 81, 3, 0, 0, 1, false
P0.5N4L60.form154, 81, 3, 0, 0, 0, false
P0.5N4L60.form155, 69, 31, 0, 28, 0, false
P0.5N4L60.form156, 78, 7, 0, 3, 0, false
P0.5N4L60.form157, 99, 2, 0, 0, 0, false
P0.5N4L60.form158, 87, 85, 0, 80, 116, false
P0.5N4L60.form159, 78, 2, 0, 0, 0, false
P0.5N4L60.form160, 78, 17, 0, 8, 86, false
P0.5N4L60.form161, 90, 5, 0, 1, 0, false
P0.5N4L60.form162, 81, 32, 5, 11, 2, false
P0.5N4L60.form163, 78, 4, 0, 1, 0, false
P0.5N4L60.form164, 84, 2, 0, 0, 0, false
P0.5N4L60.form165, 84, 27, 0, 25, 22, false
P0.5N4L60.form166, 69, 2, 0, 0, 0, false
P0.5N4L60.form167, 84, 10, 0, 6, 0, false
P0.5N4L60.form168, 84, 5, 0, 3, 0, false
P0.5N4L60.form169, 78, 2, 0, 0, 0, false
P0.5N4L60.form170, 75, 7, 1, 4, 0, false
P0.5N4L60.form171, 93, 37, 2, 4, 8, false
P0.5N4L60.form172, 81, 54, 1, 43, 3, false
P0.5N4L60.form173, 75, 2, 0, 0, 0, false
P0.5N4L60.form174, 69, 3, 0, 0, 0, false
P0.5N4L60.form175, 78, 46, 0, 42, 17, false
P0.5N4L60.form176, 93, 6, 0, 4, 1, false
P0.5N4L60.form177, 84, 7, 1, 4, 0, false
P0.5N4L60.form178, 90, 98, 7, 27, 834, true
P0.5N4L60.form179, 69, 3, 1, 0, 0, false
P0.5N4L60.form180, 84, 13, 2, 8, 0, false
P0.5N4L60.form181, 78, 5, 1, 2, 0, false
P0.5N4L60.form182, 84, 6, 0, 3, 3, false
P0.5N4L60.form183, 69, 89, 7, 51, 7, false
P0.5N4L60.form184, 87, 5, 0, 1, 0, false
P0.5N4L60.form185, 78, 23, 1, 18, 0, false
P0.5N4L60.form186, 84, 8, 0, 6, 0, false
P0.5N4L60.form187, 81, 5, 0, 1, 0, false
P0.5N4L60.form188, 78, 5, 1, 2, 1, false
P0.5N4L60.form189, 72, 13, 1, 10, 0, false
P0.5N4L60.form190, 75, 5, 0, 3, 1, false
P0.5N4L60.form191, 93, 5, 0, 2, 0, false
P0.5N4L60.form192, 87, 3, 0, 0, 0, false
P0.5N4L60.form193, 84, 21, 3, 8, 0, false
P0.5N4L60.form194, 75, 3, 0, 0, 0, false
P0.5N4L60.form195, 84, 6, 1, 1, 1, false
P0.5N4L60.form196, 87, 4, 0, 2, 1, false
P0.5N4L60.form197, 72, 9, 1, 5, 0, false
P0.5N4L60.form198, 84, 4, 0, 0, 0, false
P0.5N4L60.form199, 87, 3, 0, 1, 3, false
P0.5N4L60.form200, 66, 3, 0, 0, 0, false
P0.5N4L60.form201, 75, 4, 1, 1, 0, false
P0.5N4L60.form202, 75, 193, 5, 107, 1126, false
P0.5N4L60.form203, 81, 19, 2, 10, 3, false
P0.5N4L60.form204, 78, 194, 9, 110, 986, true
P0.5N4L60.form205, 75, 34, 1, 29, 1, false
P0.5N4L60.form206, 87, 2, 0, 0, 0, false
P0.5N4L60.form207, 78, 2, 0, 0, 0, false
P0.5N4L60.form208, 84, 2, 0, 0, 1, false
P0.5N4L60.form209, 87, 24, 0, 20, 0, false
P0.5N4L60.form210, 69, 2, 0, 0, 0, false
P0.5N4L60.form211, 84, 2, 0, 0, 0, false
P0.5N4L60.form212, 75, 3, 0, 1, 0, false
P0.5N4L60.form213, 93, 22, 2, 15, 1, false
P0.5N4L60.form214, 84, 2, 0, 0, 1, false
P0.5N4L60.form215, 96, 3, 0, 0, 0, false
P0.5N4L60.form216, 78, 42, 1, 36, 1, false
P0.5N4L60.form217, 93, 5, 1, 0, 1, false
P0.5N4L60.form218, 81, 3, 0, 1, 0, false
P0.5N4L60.form219, 75, 2, 0, 0, 1, false
P0.5N4L60.form220, 87, 579, 10, 346, 164, false
P0.5N4L60.form221, 90, 4, 0, 1, 1, false
P0.5N4L60.form222, 81, 5, 0, 2, 4, false
P0.5N4L60.form223, 96, 10, 0, 5, 0, false
P0.5N4L60.form224, 78, 11, 0, 9, 1, false
P0.5N4L60.form225, 81, 7, 0, 4, 0, false
P0.5N4L60.form226, 84, 6, 0, 3, 1, false
P0.5N4L60.form227, 84, 5, 0, 4, 3, false
P0.5N4L60.form228, 75, 3, 0, 1, 0, false
P0.5N4L60.form229, 75, 26, 1, 20, 1, false
P0.5N4L60.form230, 75, 9, 0, 6, 7, false
P0.5N4L60.form231, 96, 4, 0, 0, 1, false
P0.5N4L60.form232, 78, 2, 0, 0, 0, false
P0.5N4L60.form233, 87, 7, 0, 4, 0, false
P0.5N4L60.form234, 75, 175, 1, 160, 325, false
P0.5N4L60.form235, 87, 7, 1, 4, 1, false
P0.5N4L60.form236, 66, 7, 0, 4, 8, false
P0.5N4L60.form237, 81, 13, 0, 7, 3074, true
P0.5N4L60.form238, 78, 3, 0, 0, 0, false
P0.5N4L60.form239, 87, 10, 0, 6, 3, false
P0.5N4L60.form240, 87, 3, 0, 1, 1, false
P0.5N4L60.form241, 81, 3, 0, 1, 0, false
P0.5N4L60.form242, 75, 7, 0, 3, 3, false
P0.5N4L60.form243, 78, 2, 0, 0, 0, false
P0.5N4L60.form244, 84, 3, 0, 0, 0, false
P0.5N4L60.form245, 84, 11, 1, 5, 1, false
P0.5N4L60.form246, 72, 18, 1, 14, 7, false
P0.5N4L60.form247, 75, 12, 0, 8, 1, false
P0.5N4L60.form248, 90, 3, 0, 0, 0, false
P0.5N4L60.form249, 72, 2, 0, 0, 1, false
P0.5N4L60.form250, 90, 5, 0, 1, 0, false
P0.5N4L60.form251, 81, 12, 0, 7, 1, false
P0.5N4L60.form252, 87, 3, 0, 1, 0, false
P0.5N4L60.form253, 84, 2, 0, 0, 0, false
P0.5N4L60.form254, 78, 2, 0, 0, 0, false
P0.5N4L60.form255, 72, 2, 0, 0, 1, false
P0.5N4L60.form256, 81, 3, 0, 1, 0, false
P0.5N4L60.form257, 72, 16, 0, 12, 2, false
P0.5N4L60.form258, 75, 3, 0, 1, 3, false
P0.5N4L60.form259, 81, 3, 0, 1, 0, false
P0.5N4L60.form260, 72, 5, 1, 2, 0, false
P0.5N4L60.form261, 81, 3, 0, 1, 0, false
P0.5N4L60.form262, 81, 34, 2, 27, 1, false
P0.5N4L60.form263, 75, 48, 3, 11, 41, false
P0.5N4L60.form264, 81, 45, 1, 35, 2389, false
P0.5N4L60.form265, 87, 4, 0, 0, 0, false
P0.5N4L60.form266, 72, 4, 0, 2, 0, false
P0.5N4L60.form267, 75, 2, 0, 0, 0, false
P0.5N4L60.form268, 81, 3, 0, 1, 1, false
P0.5N4L60.form269, 90, 2, 0, 0, 0, false
P0.5N4L60.form270, 81, 4, 0, 0, 0, false
P0.5N4L60.form271, 66, 4, 1, 1, 1, false
P0.5N4L60.form272, 84, 3, 0, 0, 0, false
P0.5N4L60.form273, 84, 9, 1, 2, 1178, true
P0.5N4L60.form274, 81, 2, 0, 0, 0, false
P0.5N4L60.form275, 90, 11, 1, 5, 4, false
P0.5N4L60.form276, 69, 2, 0, 0, 1, false
P0.5N4L60.form277, 75, 5, 0, 3, 0, false
P0.5N4L60.form278, 78, 14, 1, 9, 1, false
P0.5N4L60.form279, 96, 7, 0, 4, 0, false
P0.5N4L60.form280, 87, 3, 0, 0, 0, false
P0.5N4L60.form281, 93, 4, 0, 1, 1, false
P0.5N4L60.form282, 81, 2, 0, 0, 1, false
P0.5N4L60.form283, 81, 3, 1, 0, 0, false
P0.5N4L60.form284, 87, 5, 1, 1, 0, false
P0.5N4L60.form285, 81, 4, 2, 0, 0, false
P0.5N4L60.form286, 78, 14, 0, 12, 1, false
P0.5N4L60.form287, 75, 6, 1, 2, 0, false
P0.5N4L60.form288, 84, 18, 0, 16, 1, false
P0.5N4L60.form289, 75, 3, 0, 0, 0, false
P0.5N4L60.form290, 81, 57, 3, 51, 1, false
P0.5N4L60.form291, 81, 3, 0, 1, 0, false
P0.5N4L60.form292, 81, 8, 0, 3, 0, false
P0.5N4L60.form293, 78, 4, 0, 0, 1875, true
P0.5N4L60.form294, 81, 2, 0, 0, 0, false
P0.5N4L60.form295, 90, 6, 0, 4, 1, false
P0.5N4L60.form296, 81, 6, 0, 3, 19, false
P0.5N4L60.form297, 75, 15, 0, 9, 7, false
P0.5N4L60.form298, 96, 85, 0, 82, 49, false
P0.5N4L60.form299, 75, 2, 0, 0, 0, false
P0.5N4L60.form300, 87, 3, 0, 0, 0, false
P0.5N4L60.form301, 81, 5, 0, 1, 0, false
P0.5N4L60.form302, 75, 5, 0, 2, 1, false
P0.5N4L60.form303, 81, 2, 0, 0, 3, false
P0.5N4L60.form304, 81, 2, 0, 0, 0, false
P0.5N4L60.form305, 75, 5, 0, 3, 0, false
P0.5N4L60.form306, 72, 2, 0, 0, 0, false
P0.5N4L60.form307, 90, 5, 0, 3, 1, false
P0.5N4L60.form308, 72, 3, 0, 0, 0, false
P0.5N4L60.form309, 78, 5, 1, 2, 0, false
P0.5N4L60.form310, 75, 102, 2, 94, 41, false
P0.5N4L60.form311, 87, 2, 0, 0, 0, false
P0.5N4L60.form312, 78, 339, 10, 99, 949, false
P0.5N4L60.form313, 87, 67, 1, 57, 1, false
P0.5N4L60.form314, 90, 7, 0, 4, 3, false
P0.5N4L60.form315, 78, 3, 1, 0, 0, false
P0.5N4L60.form316, 93, 2, 0, 0, 0, false
P0.5N4L60.form317, 90, 10, 1, 5, 8, false
P0.5N4L60.form318, 78, 13, 1, 8, 0, false
P0.5N4L60.form319, 78, 8, 0, 5, 2, false
P0.5N4L60.form320, 78, 13, 0, 8, 0, false
P0.5N4L60.form321, 75, 5, 0, 2, 0, false
P0.5N4L60.form322, 87, 3, 0, 0, 0, false
P0.5N4L60.form323, 93, 27, 0, 19, 0, false
P0.5N4L60.form324, 81, 8, 1, 4, 0, false
P0.5N4L60.form325, 78, 3, 0, 0, 0, false
P0.5N4L60.form326, 93, 80, 0, 76, 2, false
P0.5N4L60.form327, 96, 3, 0, 0, 0, false
P0.5N4L60.form328, 75, 3, 0, 1, 0, false
P0.5N4L60.form329, 87, 2, 0, 0, 1, false
P0.5N4L60.form330, 81, 3, 0, 0, 0, false
P0.5N4L60.form331, 72, 13, 0, 8, 0, false
P0.5N4L60.form332, 78, 2, 0, 0, 0, false
P0.5N4L60.form333, 84, 3, 0, 0, 1, false
P0.5N4L60.form334, 66, 4, 0, 2, 5, false
P0.5N4L60.form335, 78, 22, 4, 10, 56, false
P0.5N4L60.form336, 81, 101, 1, 96, 4, false
P0.5N4L60.form337, 84, 3, 0, 0, 1, false
P0.5N4L60.form338, 84, 20, 0, 14, 2, false
P0.5N4L60.form339, 90, 3, 0, 1, 1, false
P0.5N4L60.form340, 78, 10, 2, 5, 0, false
P0.5N4L60.form341, 84, 2, 0, 0, 1, false
P0.5N4L60.form342, 87, 3, 0, 1, 1, false
P0.5N4L60.form343, 78, 4, 0, 1, 0, false
P0.5N4L60.form344, 69, 5, 0, 2, 0, false
P0.5N4L60.form345, 84, 3, 0, 0, 0, false
P0.5N4L60.form346, 72, 3, 0, 0, 0, false
P0.5N4L60.form347, 81, 2, 0, 0, 0, false
P0.5N4L60.form348, 78, 3, 0, 1, 1079, true
P0.5N4L60.form349, 81, 15, 1, 5, 5000, true
P0.5N4L60.form350, 81, 3, 0, 0, 0, false
P0.5N4L60.form351, 78, 3, 0, 0, 0, false
P0.5N4L60.form352, 84, 2, 0, 0, 0, false
P0.5N4L60.form353, 72, 7, 0, 3, 0, false
P0.5N4L60.form354, 99, 2, 0, 0, 0, false
P0.5N4L60.form355, 84, 4, 0, 2, 0, false
P0.5N4L60.form356, 84, 3, 0, 0, 0, false
P0.5N4L60.form357, 78, 2, 0, 0, 0, false
P0.5N4L60.form358, 81, 5, 0, 2, 1, false
P0.5N4L60.form359, 78, 8, 2, 4, 202, true
P0.5N4L60.form360, 78, 3, 0, 0, 1, false
P0.5N4L60.form361, 84, 19, 2, 14, 3, false
P0.5N4L60.form362, 81, 2, 0, 0, 1, false
P0.5N4L60.form363, 78, 13, 0, 9, 1, false
P0.5N4L60.form364, 72, 3, 1, 0, 1, false
P0.5N4L60.form365, 81, 2, 0, 0, 0, false
P0.5N4L60.form366, 81, 3, 0, 0, 0, false
P0.5N4L60.form367, 84, 6, 1, 0, 1, false
P0.5N4L60.form368, 84, 4, 0, 1, 0, false
P0.5N4L60.form369, 81, 3, 0, 1, 0, false
P0.5N4L60.form370, 78, 2, 0, 0, 0, false
P0.5N4L60.form371, 75, 29, 3, 11, 3, false
P0.5N4L60.form372, 75, 38, 0, 1, 0, false
P0.5N4L60.form373, 75, 3, 0, 0, 0, false
P0.5N4L60.form374, 84, 2, 0, 0, 1, false
P0.5N4L60.form375, 78, 3, 0, 0, 0, false
P0.5N4L60.form376, 81, 2, 0, 0, 0, false
P0.5N4L60.form377, 87, 3, 0, 1, 0, false
P0.5N4L60.form378, 87, 2, 0, 0, 1, false
P0.5N4L60.form379, 78, 176, 1, 166, 59, false
P0.5N4L60.form380, 96, 6, 1, 3, 1, false
P0.5N4L60.form381, 90, 2, 0, 0, 0, false
P0.5N4L60.form382, 87, 66, 4, 33, 27, false
P0.5N4L60.form383, 81, 4, 0, 0, 0, false
P0.5N4L60.form384, 84, 3, 0, 1, 0, false
P0.5N4L60.form385, 84, 17, 1, 12, 4, false
P0.5N4L60.form386, 78, 3, 0, 1, 0, false
P0.5N4L60.form387, 72, 3, 0, 0, 0, false
P0.5N4L60.form388, 78, 7, 0, 3, 0, false
P0.5N4L60.form389, 72, 11, 0, 8, 102, false
P0.5N4L60.form390, 69, 2, 0, 0, 0, false
P0.5N4L60.form391, 81, 3, 0, 1, 0, false
P0.5N4L60.form392, 84, 4, 0, 1, 0, false
P0.5N4L60.form393, 78, 3, 1, 0, 59, false
P0.5N4L60.form394, 81, 20, 0, 17, 0, false
P0.5N4L60.form395, 78, 4, 0, 0, 0, false
P0.5N4L60.form396, 81, 4, 0, 1, 0, false
P0.5N4L60.form397, 84, 4, 0, 1, 0, false
P0.5N4L60.form398, 90, 11, 0, 9, 0, false
P0.5N4L60.form399, 84, 3, 0, 1, 0, false
P0.5N4L60.form400, 81, 15, 0, 7, 1, false
P0.5N4L60.form401, 87, 259, 10, 36, 51, false
P0.5N4L60.form402, 84, 3, 0, 0, 0, false
P0.5N4L60.form403, 90, 10, 0, 6, 0, false
P0.5N4L60.form404, 75, 11, 0, 7, 1, false
P0.5N4L60.form405, 72, 2, 0, 0, 1, false
P0.5N4L60.form406, 81, 2, 0, 0, 0, false
P0.5N4L60.form407, 96, 15, 0, 10, 5, false
P0.5N4L60.form408, 84, 8, 0, 3, 0, false
P0.5N4L60.form409, 93, 6, 0, 1, 1, false
P0.5N4L60.form410, 81, 12, 1, 9, 115, false
P0.5N4L60.form411, 78, 3, 0, 1, 1, false
P0.5N4L60.form412, 99, 55, 1, 50, 1, false
P0.5N4L60.form413, 84, 4, 0, 1, 0, false
P0.5N4L60.form414, 75, 14, 0, 11, 0, false
P0.5N4L60.form415, 84, 11, 0, 9, 0, false
P0.5N4L60.form416, 87, 4, 0, 2, 0, false
P0.5N4L60.form417, 78, 102, 2, 26, 1003, true
P0.5N4L60.form418, 90, 2, 0, 0, 0, false
P0.5N4L60.form419, 81, 102, 5, 56, 3674, true
P0.5N4L60.form420, 84, 4, 0, 0, 0, false
P0.5N4L60.form421, 84, 2, 0, 0, 1, false
P0.5N4L60.form422, 75, 10, 0, 5, 129, false
P0.5N4L60.form423, 81, 4, 0, 0, 0, false
P0.5N4L60.form424, 78, 4, 0, 0, 0, false
P0.5N4L60.form425, 90, 9, 0, 3, 0, false
P0.5N4L60.form426, 69, 26, 4, 17, 3, false
P0.5N4L60.form427, 84, 9, 0, 7, 150, false
P0.5N4L60.form428, 75, 219, 14, 174, 4211, true
P0.5N4L60.form429, 81, 2, 0, 0, 0, false
P0.5N4L60.form430, 78, 7, 1, 3, 0, false
P0.5N4L60.form431, 69, 253, 6, 234, 52, false
P0.5N4L60.form432, 84, 14, 0, 6, 5, false
P0.5N4L60.form433, 78, 3, 0, 1, 0, false
P0.5N4L60.form434, 84, 13, 2, 6, 4, false
P0.5N4L60.form435, 78, 7, 0, 4, 0, false
P0.5N4L60.form436, 90, 5, 0, 2, 1, false
P0.5N4L60.form437, 81, 3, 0, 0, 0, false
P0.5N4L60.form438, 93, 3, 0, 1, 0, false
P0.5N4L60.form439, 93, 9, 0, 6, 1, false
P0.5N4L60.form440, 84, 13, 1, 7, 6, false
P0.5N4L60.form441, 84, 5, 0, 0, 0, false
P0.5N4L60.form442, 72, 3, 0, 0, 0, false
P0.5N4L60.form443, 81, 9, 0, 5, 0, false
P0.5N4L60.form444, 84, 2, 0, 0, 0, false
P0.5N4L60.form445, 87, 3, 0, 0, 0, false
P0.5N4L60.form446, 78, 20, 2, 12, 4, false
P0.5N4L60.form447, 81, 34, 3, 21, 66, false
P0.5N4L60.form448, 78, 11, 0, 7, 0, false
P0.5N4L60.form449, 90, 3, 1, 0, 0, false
P0.5N4L60.form450, 75, 3, 0, 1, 0, false
P0.5N4L60.form451, 87, 5, 1, 0, 868, true
P0.5N4L60.form452, 75, 11, 1, 6, 0, false
P0.5N4L60.form453, 87, 3, 0, 0, 0, false
P0.5N4L60.form454, 81, 2, 0, 0, 0, false
